bedrooms,bathrooms,area,lot_size,floors,age,garage,fireplace,renovated,neighborhood,distance_city,price,price_hilo
3,3.5,2970,3898.0,2,27,1,1,0,0,6.87,803234.0,1
3,3.0,1443,1899.0,1,45,1,1,0,0,21.03,492822.0,0
3,3.5,2521,3697.0,2,24,1,1,0,1,7.03,784197.0,0
4,5.0,3967,2115.0,1,11,1,0,0,1,7.53,1054592.0,1
4,4.5,2795,1687.0,1,50,1,0,0,0,15.95,702073.0,0
5,5.0,3528,3155.0,1,66,1,0,0,1,3.35,1057998.0,1
4,4.0,3082,2717.0,1,56,1,0,0,1,6.39,869316.0,1
1,2.0,1376,5306.0,2,119,1,1,0,0,18.49,370919.0,0
3,3.5,2479,4678.0,2,16,1,1,0,1,7.27,797036.0,1
3,3.5,3575,6650.0,2,9,1,0,1,0,5.59,1011609.0,1
3,4.0,3273,2435.0,1,100,1,0,0,1,6.79,879315.0,1
5,5.0,4381,4065.0,1,29,0,0,0,1,2.92,1086386.0,1
5,5.0,3767,1715.0,3,2,1,1,1,1,2.79,1130065.0,1
6,5.0,4580,1923.0,1,16,1,1,0,1,2.67,1210035.0,1
2,2.0,2514,4590.0,3,81,1,0,1,1,7.93,806449.0,1
3,3.0,2296,5991.0,2,69,1,1,0,0,15.94,603986.0,0
4,5.0,3077,2937.0,1,8,1,1,1,1,5.7,1004493.0,1
4,4.0,3065,2174.0,2,110,0,1,0,0,17.45,709180.0,0
5,5.0,3774,4142.0,2,46,1,1,0,1,12.98,1022318.0,1
5,5.0,3825,1622.0,2,28,1,0,0,0,17.86,918466.0,1
4,4.0,2758,1568.0,2,4,1,1,1,0,11.97,779811.0,0
3,3.5,2447,5543.0,2,51,1,1,0,1,10.98,729325.0,0
3,3.5,2150,1555.0,1,124,1,0,0,1,2.57,744019.0,0
4,4.0,3189,1599.0,2,41,1,0,0,1,11.0,857974.0,1
4,4.5,3110,2706.0,2,63,1,0,0,1,7.48,879503.0,1
2,2.0,772,5676.0,2,83,1,1,0,0,24.41,250000.0,0
5,5.0,3228,1597.0,1,36,1,1,0,1,12.94,946607.0,1
2,2.0,600,4167.0,1,123,1,0,0,0,8.51,304167.0,0
3,3.5,1766,4142.0,1,101,1,1,0,0,14.19,581778.0,0
2,3.0,1300,2244.0,2,54,1,1,0,1,13.28,411922.0,0
4,4.5,3115,4257.0,1,45,1,0,0,0,18.79,881179.0,1
5,5.0,3628,3442.0,2,41,1,1,1,0,10.28,1072122.0,1
3,3.5,2219,1582.0,2,13,1,0,0,0,16.61,645966.0,0
3,4.0,2427,4878.0,1,107,0,0,0,0,13.79,726942.0,0
5,5.0,3630,5246.0,1,78,0,0,0,0,27.99,838873.0,1
2,2.5,1451,2605.0,2,53,1,0,0,1,10.55,583195.0,0
3,3.0,2361,2378.0,1,48,1,1,0,0,9.61,746294.0,0
2,2.5,1686,4291.0,2,110,1,1,0,1,7.85,618024.0,0
4,4.0,2809,2177.0,1,10,1,0,1,1,8.98,753957.0,0
4,5.0,3184,4012.0,1,15,1,0,0,0,10.23,899175.0,1
1,1.5,600,6810.0,2,68,0,0,0,1,8.9,305134.0,0
4,4.0,2777,7328.0,1,13,1,0,0,1,10.84,863460.0,1
3,3.0,1745,8246.0,1,30,1,0,0,1,4.01,670709.0,0
4,5.0,3556,2572.0,1,101,1,0,0,1,10.4,967052.0,1
5,5.0,3720,2291.0,2,57,1,0,1,1,8.27,1167630.0,1
3,3.0,2335,2620.0,1,98,1,1,0,1,5.74,663078.0,0
4,5.0,2693,3188.0,2,22,1,1,0,1,4.35,859834.0,1
3,3.0,2319,3981.0,2,46,0,1,0,0,14.93,585274.0,0
3,4.0,2882,5629.0,1,3,0,0,1,0,11.2,795177.0,1
4,4.0,2490,1565.0,2,31,1,1,0,1,0.5,824893.0,1
5,5.0,3779,5513.0,1,12,1,0,0,1,5.35,938758.0,1
3,3.0,2813,2359.0,1,57,1,0,1,0,20.34,723728.0,0
3,3.0,3397,1633.0,1,2,0,1,1,0,10.8,747561.0,0
4,4.5,3529,2017.0,1,30,0,0,0,1,4.4,964416.0,1
4,4.5,3088,2177.0,1,118,1,0,1,0,19.9,784174.0,0
4,4.0,2930,10145.0,2,33,1,0,0,0,15.44,789341.0,0
5,5.0,4088,2484.0,1,15,1,1,0,1,2.34,1099736.0,1
3,4.0,2048,2461.0,1,88,1,1,0,1,1.3,695310.0,0
3,4.0,2176,1932.0,2,18,0,1,0,0,18.78,565360.0,0
3,3.5,1315,2832.0,2,35,1,0,0,1,10.95,449667.0,0
2,2.0,1408,1727.0,2,62,1,1,0,1,4.82,560957.0,0
3,4.0,2202,4275.0,1,75,0,0,0,1,3.75,707270.0,0
2,3.0,1332,20000.0,1,12,1,1,0,0,17.44,554831.0,0
1,1.0,626,5479.0,2,91,0,0,1,1,7.3,427956.0,0
4,4.5,3121,1656.0,1,55,1,1,1,1,1.39,968322.0,1
4,4.5,2710,4481.0,1,2,0,1,1,1,2.57,939106.0,1
4,4.0,3125,1518.0,2,58,1,1,1,1,12.27,965484.0,1
4,4.0,2662,1608.0,1,27,1,1,0,0,16.63,710596.0,0
5,5.0,3508,2548.0,2,72,1,1,0,1,2.21,1013219.0,1
2,2.0,1434,2223.0,2,23,1,1,1,1,2.6,567466.0,0
2,2.5,1434,2800.0,2,13,1,0,0,1,4.06,468904.0,0
4,4.0,2944,2388.0,1,2,0,1,1,1,3.57,828285.0,1
2,2.0,1704,4062.0,2,8,1,0,1,0,21.03,462498.0,0
5,5.0,4202,8005.0,3,9,1,0,1,0,16.01,1077403.0,1
5,5.0,2922,1543.0,1,108,1,0,0,1,2.95,796440.0,1
3,4.0,2678,3403.0,1,96,0,1,0,1,2.97,775685.0,0
3,4.0,2591,2162.0,1,62,1,1,0,0,10.87,674008.0,0
4,4.5,3138,2373.0,1,30,1,1,0,1,10.01,760196.0,0
6,5.0,4289,6174.0,1,12,0,1,0,0,20.47,1003022.0,1
6,5.0,4187,8735.0,2,75,1,1,0,1,12.77,1211896.0,1
3,3.0,2292,2598.0,2,76,1,1,0,0,15.92,598506.0,0
6,5.0,4087,6202.0,1,98,1,1,0,0,15.47,1048253.0,1
4,5.0,3595,1704.0,1,22,1,1,0,1,6.63,1012673.0,1
4,4.0,3501,1957.0,2,61,1,0,0,1,5.23,946434.0,1
4,4.0,3510,3257.0,1,56,1,0,0,1,9.93,855529.0,1
5,5.0,3746,7843.0,1,11,1,0,0,1,4.99,1160365.0,1
6,5.0,4224,3502.0,1,60,1,0,0,1,8.87,1165240.0,1
4,4.5,2906,2482.0,1,37,1,1,0,1,9.67,830253.0,1
5,5.0,3746,2313.0,1,13,1,1,0,1,3.1,960411.0,1
2,2.5,1754,1745.0,2,67,1,0,0,1,8.75,612297.0,0
1,1.5,1527,3138.0,1,31,1,0,0,1,9.91,434386.0,0
2,2.0,1667,1883.0,1,75,1,0,0,1,12.97,515582.0,0
5,5.0,3232,5179.0,2,110,1,0,0,1,4.22,982242.0,1
3,4.0,3004,2754.0,2,91,1,1,0,1,9.7,905414.0,1
5,5.0,3662,9557.0,1,25,0,1,1,1,8.92,1101634.0,1
3,3.0,1437,7612.0,1,35,1,1,0,1,8.94,586923.0,0
4,4.5,3170,7818.0,2,77,1,0,0,0,16.05,875606.0,1
5,5.0,4459,3482.0,1,35,1,1,0,1,2.11,1221438.0,1
2,2.5,1004,3984.0,1,30,1,1,0,0,13.8,390512.0,0
5,5.0,3287,1648.0,1,21,0,1,0,1,1.37,993262.0,1
1,2.0,1948,2763.0,2,19,1,1,0,1,7.72,580700.0,0
5,5.0,4431,6824.0,2,125,1,1,1,0,16.3,1091431.0,1
6,5.0,4240,3976.0,1,19,1,0,0,0,12.6,1067339.0,1
4,4.0,3394,2455.0,2,103,1,0,0,1,5.51,1036417.0,1
1,1.0,731,3387.0,1,99,1,1,0,0,13.76,293638.0,0
3,3.5,2883,6715.0,1,114,1,0,0,1,6.96,797270.0,1
4,4.5,2854,2318.0,2,65,1,1,1,1,8.77,798536.0,1
3,3.0,2663,9586.0,2,91,1,0,0,0,21.35,736211.0,0
4,4.0,3275,1822.0,2,76,1,0,0,1,1.43,928469.0,1
4,4.0,3010,4504.0,2,22,0,1,1,0,19.03,906921.0,1
3,3.0,2808,4153.0,1,23,1,0,0,1,6.78,890846.0,1
5,5.0,4456,7855.0,2,10,0,0,1,1,4.04,1170015.0,1
3,3.5,2452,3396.0,1,7,1,0,1,1,13.1,753131.0,0
5,5.0,3613,4920.0,1,61,0,1,1,1,8.71,1022454.0,1
5,5.0,4239,1917.0,1,17,0,0,0,1,7.4,1052791.0,1
3,4.0,2794,9885.0,1,65,1,1,0,1,1.45,968729.0,1
5,5.0,4375,1793.0,2,11,1,0,0,1,6.89,1090417.0,1
6,5.0,4469,4608.0,2,73,1,1,0,0,19.48,1124248.0,1
5,5.0,3945,1896.0,1,68,1,0,0,0,13.99,964351.0,1
6,5.0,5314,6400.0,1,100,1,0,0,1,1.46,1463758.0,1
4,4.0,2531,2298.0,3,9,1,1,1,0,9.55,813017.0,1
3,4.0,2573,3868.0,2,30,1,0,0,0,11.29,686248.0,0
3,3.0,2442,4333.0,2,9,1,1,1,1,2.32,782090.0,0
5,5.0,3690,5930.0,2,34,1,1,1,1,10.2,1173252.0,1
4,4.0,2517,1704.0,1,115,1,0,0,1,2.38,771795.0,0
6,5.0,4327,2892.0,1,51,1,0,1,1,3.68,1216038.0,1
3,3.5,2106,3629.0,1,8,1,0,1,1,3.25,675743.0,0
2,2.5,1646,4843.0,2,15,1,0,0,0,9.6,546149.0,0
4,4.5,2737,10283.0,2,7,1,0,1,0,6.59,819653.0,1
3,3.0,1446,4760.0,1,73,1,0,0,0,28.63,348279.0,0
6,5.0,3905,11521.0,1,67,1,0,0,0,11.36,1109853.0,1
2,2.5,1285,3515.0,2,8,1,0,1,0,31.29,308707.0,0
4,4.5,3304,3620.0,1,92,1,0,0,1,9.56,899194.0,1
2,2.0,1570,4987.0,2,112,1,0,0,1,10.79,580588.0,0
4,4.5,2635,2300.0,2,36,0,0,0,1,1.18,801809.0,1
4,4.5,2298,3558.0,1,3,1,1,1,0,15.59,650066.0,0
4,4.5,3365,2338.0,2,80,1,1,0,1,4.15,937229.0,1
3,3.0,2338,2893.0,2,29,1,1,0,0,11.29,649724.0,0
2,2.0,1611,2960.0,2,30,1,0,0,1,4.63,528879.0,0
5,5.0,3443,1526.0,2,52,1,0,0,1,11.99,970259.0,1
3,3.0,2244,3132.0,2,22,1,1,0,0,16.87,631126.0,0
3,3.0,2187,3923.0,2,22,0,1,0,0,25.04,616045.0,0
4,4.5,3581,5460.0,2,47,0,1,0,1,12.22,1087387.0,1
5,5.0,4503,6176.0,1,119,1,1,1,1,15.81,1225743.0,1
3,4.0,2691,4999.0,2,12,1,1,0,1,4.29,811872.0,1
3,4.0,2219,5369.0,2,111,1,0,0,1,9.36,695355.0,0
2,2.0,1302,1918.0,1,90,1,1,0,1,6.84,492221.0,0
4,4.0,3090,3369.0,2,59,0,0,0,1,3.17,929456.0,1
4,4.5,2897,6272.0,1,116,1,1,1,1,2.8,1016385.0,1
4,4.0,3547,4369.0,2,39,1,1,0,1,9.39,1060843.0,1
4,4.0,3414,4509.0,1,122,1,0,0,1,11.36,917233.0,1
4,4.5,3337,13365.0,2,86,1,0,0,1,8.96,1059906.0,1
3,3.0,2492,4500.0,2,5,1,0,1,1,3.08,758518.0,0
3,3.0,3145,3915.0,1,17,1,0,0,0,29.54,623858.0,0
3,3.0,1624,2754.0,2,124,1,1,0,0,20.33,487454.0,0
5,5.0,3232,4963.0,1,4,0,0,1,0,14.83,817109.0,1
2,2.0,1613,2417.0,2,20,0,1,0,0,7.14,494185.0,0
3,3.0,2867,2737.0,3,95,0,1,0,1,8.26,859572.0,1
3,3.5,2534,8746.0,2,5,1,1,1,1,3.01,817136.0,1
4,4.0,2950,3509.0,1,13,1,1,0,1,11.67,744919.0,0
4,4.5,3140,1843.0,1,5,1,1,1,1,8.15,921964.0,1
2,2.0,1318,2054.0,2,4,1,1,1,0,24.51,392386.0,0
2,2.0,780,6798.0,2,16,1,1,0,1,5.79,480455.0,0
2,3.0,1587,5396.0,1,5,1,1,1,1,7.0,665109.0,0
3,3.0,2043,1935.0,2,21,0,1,0,1,4.1,709669.0,0
4,4.5,3077,1964.0,1,90,1,0,0,1,5.65,865146.0,1
3,3.5,3007,3481.0,1,58,1,0,0,1,3.84,870288.0,1
4,5.0,3183,1849.0,1,88,1,0,0,1,3.85,888985.0,1
4,4.0,3282,3051.0,3,75,1,0,0,1,10.19,885331.0,1
5,5.0,4000,4999.0,2,63,1,1,0,0,10.24,995085.0,1
6,5.0,4002,2712.0,2,57,1,0,0,1,10.32,1121359.0,1
4,4.0,2551,7507.0,1,42,0,0,0,0,18.2,738095.0,0
3,3.5,2911,2755.0,1,75,1,0,0,1,12.82,789543.0,0
4,4.0,2718,2254.0,1,6,1,0,1,0,16.4,813578.0,1
4,4.5,3167,2650.0,2,26,1,1,0,0,17.17,811372.0,1
2,3.0,1519,2173.0,2,57,0,0,0,0,18.12,393321.0,0
2,2.0,2011,6019.0,1,5,1,0,1,1,2.48,770622.0,0
5,5.0,3154,2257.0,1,49,1,0,0,0,22.72,783495.0,0
5,5.0,3312,7531.0,1,3,0,1,1,1,8.26,1044051.0,1
3,3.0,2356,1624.0,1,104,0,1,0,1,3.0,742955.0,0
3,3.0,2430,6295.0,3,14,1,1,0,1,2.85,834783.0,1
2,2.0,1259,1916.0,1,46,1,0,0,0,7.21,432816.0,0
3,3.5,2184,5720.0,2,92,1,0,0,0,17.76,620901.0,0
3,4.0,2529,1845.0,2,75,1,0,0,1,3.64,893152.0,1
4,4.5,2493,3402.0,3,43,0,0,0,0,15.66,745392.0,0
5,5.0,4244,6524.0,1,92,1,0,0,0,15.23,1045068.0,1
4,4.0,2991,9438.0,2,76,0,0,0,0,13.3,935629.0,1
6,5.0,4385,6001.0,1,2,0,0,1,1,5.14,1285031.0,1
3,4.0,2203,3926.0,2,30,1,1,0,1,7.28,663479.0,0
3,3.0,1855,4984.0,1,88,1,1,0,1,9.11,642652.0,0
4,4.0,2339,2776.0,1,37,1,1,0,1,4.14,792552.0,1
3,4.0,2984,4812.0,1,19,1,1,0,1,4.94,763117.0,0
4,4.0,3112,1770.0,2,5,0,1,1,0,0.5,861739.0,1
2,2.0,1315,2668.0,1,11,1,1,0,1,2.9,494139.0,0
4,4.5,2313,1990.0,2,67,1,0,0,1,2.34,727497.0,0
5,5.0,2999,1722.0,2,52,1,1,0,1,7.05,852452.0,1
5,5.0,4141,1912.0,2,27,1,0,1,0,14.98,1109487.0,1
4,4.5,3374,3365.0,2,73,1,0,0,0,11.78,905707.0,1
2,2.0,1894,2815.0,1,92,0,0,0,1,6.61,563074.0,0
5,5.0,3670,6224.0,1,68,1,1,0,1,10.18,988312.0,1
5,5.0,3790,4674.0,1,4,1,1,1,1,2.42,1127436.0,1
3,4.0,2255,1761.0,2,88,1,0,0,0,18.93,644587.0,0
3,3.5,1928,3542.0,2,2,1,0,1,1,5.58,620210.0,0
4,4.5,2974,3257.0,1,29,1,0,1,1,2.19,934461.0,1
1,1.5,1007,6062.0,1,61,1,0,0,1,5.74,491746.0,0
4,5.0,2756,4032.0,1,81,0,1,0,1,3.41,943209.0,1
3,3.0,2555,2831.0,1,52,1,0,0,1,3.33,769134.0,0
5,5.0,3934,2069.0,2,37,1,1,1,0,17.3,1062530.0,1
4,4.5,3194,3886.0,1,100,1,0,1,1,8.32,877865.0,1
4,5.0,2981,2833.0,2,93,1,0,0,1,11.91,885584.0,1
3,3.5,2217,3478.0,2,36,0,0,1,0,11.48,630186.0,0
2,2.5,1286,1621.0,1,100,1,0,0,1,8.06,437295.0,0
3,3.0,2728,2119.0,1,38,1,1,0,0,17.22,680225.0,0
3,3.5,2507,17147.0,2,45,1,0,1,1,12.92,805694.0,1
3,3.0,2485,2314.0,1,101,0,0,0,1,9.78,741729.0,0
4,4.0,3184,2623.0,1,101,0,1,0,1,7.63,940785.0,1
3,3.0,1297,7696.0,2,4,0,0,1,1,2.32,519497.0,0
2,2.0,688,2206.0,1,86,0,0,0,1,3.66,437241.0,0
4,4.0,3014,2078.0,2,86,1,1,1,1,7.39,893429.0,1
3,3.0,2242,3320.0,2,52,1,0,0,0,30.61,510045.0,0
4,4.0,2597,3833.0,2,86,1,0,0,0,25.53,673708.0,0
3,4.0,2043,2168.0,2,87,1,0,0,0,17.19,535188.0,0
6,5.0,3266,3539.0,2,111,1,0,0,0,18.1,834267.0,1
2,2.5,1126,3521.0,2,44,0,0,0,1,8.03,399967.0,0
5,5.0,3137,6111.0,1,86,1,1,0,0,8.98,843894.0,1
2,2.0,1049,4101.0,2,26,0,1,0,1,7.73,340132.0,0
3,3.0,1306,1706.0,2,48,1,1,0,1,9.04,460341.0,0
3,3.0,1968,4101.0,3,76,1,0,1,1,7.75,743924.0,0
3,3.0,1888,6242.0,2,5,1,0,1,0,11.32,594843.0,0
2,2.0,1369,1587.0,1,112,1,0,0,1,3.67,496684.0,0
2,2.5,667,11295.0,2,48,1,1,0,1,3.06,386483.0,0
4,4.5,2151,2986.0,2,36,0,1,0,1,12.8,705317.0,0
4,5.0,3376,7083.0,2,32,0,0,0,1,6.86,901317.0,1
3,4.0,2554,1528.0,1,99,0,0,0,1,8.42,719815.0,0
4,4.5,3808,4995.0,2,71,1,1,0,1,4.67,1092611.0,1
3,3.0,1882,9211.0,2,11,0,1,0,0,17.67,510652.0,0
2,2.0,2087,4467.0,1,60,1,0,0,0,11.37,580386.0,0
2,2.0,1814,2586.0,1,21,1,1,0,0,26.13,414062.0,0
4,4.0,3021,3181.0,1,41,1,0,0,1,6.94,894454.0,1
1,1.5,600,7169.0,1,57,1,0,0,1,5.54,309124.0,0
2,3.0,1363,5089.0,1,6,0,1,1,1,9.15,619927.0,0
4,4.0,3265,3755.0,2,75,1,0,0,1,9.13,911076.0,1
5,5.0,3489,2449.0,1,94,0,1,0,1,2.29,986863.0,1
4,4.0,3736,6724.0,2,38,1,1,0,1,3.91,1061245.0,1
6,5.0,4624,4386.0,1,10,0,0,1,1,9.58,1163661.0,1
3,3.5,2184,1514.0,2,70,1,1,0,0,11.82,618764.0,0
4,4.5,3694,5978.0,2,79,0,0,0,1,13.8,1034836.0,1
4,4.0,3802,2471.0,1,56,1,1,0,1,3.14,1024834.0,1
4,4.0,3166,3986.0,1,23,1,0,1,0,15.92,860444.0,1
5,5.0,4085,6096.0,2,18,0,0,0,0,15.34,1013537.0,1
4,4.5,2703,3981.0,1,65,0,1,0,0,16.89,812899.0,1
5,5.0,3629,6867.0,2,26,1,0,1,1,2.32,1199318.0,1
5,5.0,3232,19597.0,1,74,1,1,0,0,13.39,990707.0,1
2,2.0,1724,1579.0,3,101,1,0,0,0,20.45,404878.0,0
4,4.0,3097,4275.0,1,10,1,1,1,1,9.63,868348.0,1
3,3.5,2589,3395.0,1,21,0,0,0,1,7.61,844417.0,1
2,2.5,1498,2370.0,1,110,1,1,0,1,5.72,551415.0,0
4,4.5,3544,3096.0,2,99,0,1,0,1,4.15,993057.0,1
3,3.0,2848,6012.0,2,36,1,0,0,1,8.68,878807.0,1
3,3.5,1832,7648.0,1,3,1,0,1,0,13.96,613584.0,0
4,4.0,3261,2369.0,1,38,0,1,1,1,4.14,954154.0,1
5,5.0,3452,8489.0,2,52,1,0,0,1,1.54,1103924.0,1
3,3.0,2235,3514.0,1,19,1,1,0,0,18.44,547821.0,0
2,2.0,1579,3161.0,2,60,0,1,1,1,7.95,615044.0,0
2,2.0,1465,3693.0,1,83,0,0,0,1,1.86,573697.0,0
4,5.0,3638,6187.0,1,50,1,0,0,1,3.34,1036476.0,1
3,3.0,1987,8241.0,1,52,0,1,0,0,18.85,611773.0,0
4,4.0,2982,4217.0,1,67,1,0,0,1,6.41,861948.0,1
3,4.0,2087,3626.0,1,83,1,0,0,1,2.78,723269.0,0
3,3.0,2781,5169.0,1,75,1,0,0,1,3.63,767478.0,0
3,3.5,1985,2870.0,1,2,0,1,1,1,2.69,660450.0,0
3,3.5,3016,1706.0,2,7,1,0,1,1,10.38,709338.0,0
3,3.5,1951,8285.0,1,89,1,1,0,1,10.45,626650.0,0
3,3.5,2187,3739.0,1,40,1,1,1,1,8.04,746094.0,0
3,3.5,2541,2003.0,1,85,1,1,1,1,2.18,816200.0,1
3,3.5,1676,1777.0,2,115,1,0,0,1,4.64,588635.0,0
3,4.0,2948,2169.0,1,76,1,1,0,1,8.98,765558.0,0
3,3.0,2358,1741.0,2,114,1,0,0,1,4.89,758198.0,0
3,4.0,3001,2442.0,1,44,1,0,0,1,2.1,831464.0,1
3,3.0,2521,4691.0,2,83,1,0,0,1,10.7,788499.0,0
2,2.5,1690,1769.0,1,20,1,0,0,1,10.06,426713.0,0
4,4.5,3420,20000.0,3,8,1,0,1,1,7.12,1183152.0,1
5,5.0,3948,1996.0,2,65,1,0,0,1,3.46,1104633.0,1
4,4.0,3175,4463.0,2,55,1,1,0,0,19.01,763793.0,0
6,5.0,4086,1744.0,1,55,1,1,0,0,15.38,999405.0,1
2,2.0,1427,2293.0,2,121,0,0,0,1,10.48,367337.0,0
2,2.5,923,1779.0,1,61,1,1,1,1,5.48,500042.0,0
5,5.0,4121,11187.0,2,7,1,0,1,1,3.46,1193777.0,1
5,5.0,3510,2131.0,1,116,1,1,0,1,5.84,1026428.0,1
1,1.0,1181,5510.0,1,3,1,1,1,1,11.56,448842.0,0
4,4.5,3128,5075.0,2,92,1,1,0,1,4.05,914670.0,1
5,5.0,4461,3629.0,2,29,1,1,0,1,3.88,1278172.0,1
3,3.0,2902,4518.0,1,36,1,0,0,1,11.58,740148.0,0
4,5.0,3289,7176.0,1,26,1,0,0,0,8.97,868708.0,1
3,3.0,1628,4541.0,1,38,1,0,0,1,8.58,669950.0,0
2,2.0,1420,1930.0,1,80,0,1,0,0,16.76,265370.0,0
3,3.0,2166,7106.0,1,87,1,0,0,0,17.72,609083.0,0
3,3.0,1994,1857.0,2,41,0,0,0,0,12.88,524380.0,0
3,3.5,2084,2471.0,1,6,1,0,1,1,2.03,621705.0,0
3,3.5,1540,4564.0,2,9,1,1,1,1,4.09,650374.0,0
2,2.0,1749,2218.0,1,16,1,0,0,1,12.41,439877.0,0
3,4.0,2164,1669.0,1,32,1,0,0,1,11.91,676044.0,0
5,5.0,3496,6936.0,1,5,1,0,1,1,4.14,1005955.0,1
3,3.0,2151,5836.0,1,58,1,1,0,1,9.88,796772.0,1
4,4.5,3330,2300.0,1,81,1,1,0,0,10.77,940934.0,1
4,5.0,3010,6301.0,1,17,1,0,0,1,10.41,949819.0,1
3,4.0,2631,1981.0,1,10,0,1,1,1,12.57,925821.0,1
3,4.0,2859,1511.0,1,44,1,1,0,1,1.5,862878.0,1
3,3.0,2792,5858.0,1,59,1,1,0,1,3.03,930335.0,1
3,3.0,2223,2172.0,2,91,1,1,0,1,12.24,603922.0,0
3,3.0,1989,3796.0,2,59,1,1,0,1,9.61,623241.0,0
5,5.0,3393,5545.0,2,98,0,1,0,0,13.66,923213.0,1
3,4.0,2698,6355.0,2,16,0,1,0,0,19.03,711716.0,0
5,5.0,4009,1943.0,2,29,1,1,0,0,17.64,1011184.0,1
4,4.0,3180,1566.0,2,11,0,0,0,1,5.15,899543.0,1
2,2.5,1702,4427.0,2,46,1,0,0,0,26.71,420132.0,0
4,4.5,3679,5098.0,1,27,1,1,0,1,7.09,1047509.0,1
4,5.0,3004,3639.0,1,5,1,1,1,1,8.89,929836.0,1
4,4.0,2591,5590.0,1,122,0,0,0,1,3.75,794825.0,1
5,5.0,3920,6363.0,1,106,1,0,0,1,13.45,1048521.0,1
4,4.5,3199,1878.0,1,31,0,1,0,0,14.53,773463.0,0
4,4.5,3585,2372.0,1,52,0,0,0,0,17.42,922479.0,1
4,4.0,2881,2505.0,2,36,1,0,0,0,13.81,769583.0,0
5,5.0,3251,6085.0,2,86,0,1,0,0,19.94,766406.0,0
3,3.5,2334,7897.0,2,27,1,1,0,0,12.24,710734.0,0
4,4.0,2534,13978.0,3,98,1,1,0,1,8.49,885260.0,1
4,5.0,3166,1508.0,1,45,1,1,0,1,9.8,1005554.0,1
4,4.5,3430,6166.0,2,34,1,0,0,0,12.28,907104.0,1
3,3.5,2605,3085.0,2,31,0,0,0,1,3.72,711484.0,0
3,3.5,2898,4870.0,1,73,1,0,0,0,17.87,761594.0,0
3,3.5,2537,3388.0,2,17,1,0,0,0,14.22,774093.0,0
5,5.0,3896,2543.0,2,4,0,0,1,1,3.11,1013268.0,1
4,4.5,2606,1961.0,1,17,1,0,0,1,7.72,816820.0,1
3,4.0,2651,3933.0,2,80,0,0,0,1,6.18,737083.0,0
2,2.5,1887,2193.0,3,6,1,0,1,0,17.28,499934.0,0
4,4.5,2639,2437.0,2,24,0,1,0,1,3.4,703282.0,0
5,5.0,3296,1965.0,1,83,1,0,0,1,7.31,1015827.0,1
4,4.5,2571,1805.0,3,72,1,1,0,1,12.01,830255.0,1
4,4.0,2898,2345.0,1,31,1,0,0,1,5.71,845163.0,1
3,3.0,1787,3350.0,3,43,1,0,0,1,3.47,572822.0,0
3,4.0,2895,2632.0,2,6,0,0,1,1,5.34,886330.0,1
4,4.0,3410,5815.0,2,19,1,0,0,0,16.82,835132.0,1
3,3.0,2042,1972.0,1,84,1,1,0,1,1.44,746115.0,0
4,5.0,3389,2097.0,2,73,1,0,0,1,6.55,988964.0,1
2,2.0,1345,7597.0,2,30,1,0,0,0,16.52,383192.0,0
6,5.0,4160,4065.0,1,51,1,0,0,1,4.31,1112777.0,1
3,3.0,1926,3057.0,2,22,1,0,0,1,7.52,588180.0,0
3,3.5,3257,1872.0,2,116,0,1,1,1,6.0,915366.0,1
4,5.0,3265,4554.0,2,56,1,1,0,1,11.45,967640.0,1
3,3.0,2025,5170.0,3,25,1,0,1,1,3.67,729703.0,0
3,3.0,1899,2343.0,2,31,1,1,0,0,17.79,519689.0,0
5,5.0,4044,3583.0,1,113,1,1,0,1,2.51,1075662.0,1
4,4.0,3406,2478.0,2,69,1,1,0,1,0.5,1039549.0,1
4,4.0,2976,1925.0,1,34,0,0,0,1,3.41,850402.0,1
1,1.0,600,4156.0,2,9,1,0,1,1,17.12,311328.0,0
4,4.5,2445,4392.0,2,88,0,1,0,1,2.22,844904.0,1
3,3.0,2142,4130.0,1,62,1,1,0,1,5.71,697779.0,0
1,1.0,614,4887.0,2,67,1,0,0,0,9.34,348138.0,0
6,5.0,4554,4486.0,2,2,1,0,1,1,8.8,1284560.0,1
3,4.0,2421,4181.0,1,10,0,0,1,1,8.67,741296.0,0
3,3.0,2353,4140.0,2,24,0,1,0,0,16.06,645995.0,0
5,5.0,3120,3450.0,2,67,1,1,0,0,10.17,815176.0,1
3,3.0,2182,2717.0,2,50,0,0,0,0,14.91,621063.0,0
3,4.0,2779,6853.0,1,6,0,0,1,1,10.53,744223.0,0
4,5.0,3403,3135.0,1,42,1,1,0,1,12.76,983113.0,1
4,4.5,3880,4263.0,1,93,1,0,0,1,5.48,1004293.0,1
3,3.5,2143,4536.0,2,100,1,0,0,0,21.3,506795.0,0
5,5.0,3995,5311.0,1,88,1,0,0,0,19.11,976006.0,1
3,3.5,2529,3145.0,1,58,1,0,0,1,2.69,900865.0,1
4,4.0,3005,8732.0,2,80,1,0,0,1,7.82,945005.0,1
6,5.0,4101,4844.0,1,99,1,0,0,0,18.06,1020706.0,1
3,3.0,1957,2939.0,2,72,1,1,0,1,9.45,523943.0,0
4,4.0,3313,2909.0,2,23,1,1,0,0,15.09,792204.0,1
3,3.0,2080,3118.0,1,24,0,1,0,1,1.19,492596.0,0
3,4.0,2618,3171.0,3,115,1,1,0,0,19.56,692282.0,0
