"reported_date_time","summary"
2021-05-23 04:44:00,"Over Twenty White Dots in a line ~ Some Flared ~ Rancho Mirage, CA"
2021-05-22 15:20:00,"6-8 ufo flying in a straight line eastbound total visible duration maybe 1 minute then disappears"
2021-05-22 05:22:00,"Four bright orange spheres drift randomly above tree line then head north, fading as they go."
2021-05-19 04:25:00,"Bright light in the sky vanishes in seconds"
2021-05-18 07:30:00,"Strange lights formation disappearing in mid air over lompoc Ca near Airforce base."
2021-05-17 12:21:00,"Object at a standstill and then started moving. Object appeared to be falling then went back up higher and higher. The object then blin"
2021-05-17 04:07:00,"Bright green lights in the sky."
2021-05-17 06:10:00,"3 events of multiple UFO a with 1/2 hour span"
2021-05-16 19:45:00,"Reflective slow moving white ball"
2021-05-16 21:30:00,"Unbelievable! Very large circle shadow drifted across the water and docks at the port of los angeles headed north east.shadow was about"
2021-05-16 18:00:00,"Lights over Vancouver  ((Starlnk satellites??))"
2021-05-16 14:17:00,"As I pulled to the light on my way into the city for work I noticed a big silver metal sphere in the sky not moving so I pulled over an"
2021-05-16 04:00:00,"Orange pulsating lights in a square formation to a straight line formation"
2021-05-16 00:40:00,"11 glowing orange disc flew silently across the sky. They had no visible way of propulsion and looked like bright circles."
2021-05-10 15:00:00,"UFO sighting"
2021-05-10 04:30:00,"Orange Light Over Mobile AL"
2021-05-09 06:39:00,"Ball of fire.  1/8 th inch from my perspective.  No light trail.  Looks like landed in Gulf of Mexico.  Did not look like shooting star"
2021-05-09 04:00:00,"Hundres of white lights traveling in the same direction and same speed west to east over Chisholm mn , there was a pattern ( ***   **"
2021-05-09 01:40:00,"White dots moving in a line."
2021-05-09 01:36:00,"6-8 lights moving in circular pattern from west to south along the sky"
2021-05-07 02:30:00,"30 bright objects moving in a wave motion and 1 by 1 disappearing up into the sky."
2021-05-06 04:04:00,"String of approximately 10 circular lights moving in one direction overhead very slowly disappearing one at a time"
2021-05-06 04:00:00,"My wife and I were in the hot tub when I observed 8 circular lights heading northeast over the Pine Nut Mountain Range in northwestern"
2021-05-06 04:00:00,"A large group of small star like crafts flying in a straight line heading from north east spaced out evenly about 5 to ten feet apart a"
2021-05-06 04:00:00,"Single file streaming like abarmada aprox 200  as we 4 watched amazed calling to the nebors to come see. As a friend pulled up he also"
2021-05-02 13:30:00,"Circle objest hovering in the clouds above flight path."
2021-05-02 01:00:00,"black/dark gray circular object comes out of the clouds before disappearing back into them"
2021-05-02 01:00:00,"dark circular object comes out of the clouds before disappearing back into them"
2021-05-01 22:00:00,"Large group of small circular objects"
2021-05-01 02:00:00,"it was northeast direction saw a bright circle shape move slow then disappear very quickly"
2021-04-30 04:00:00,"A little after midnight at a resort in WV. Was outside in a hot tub relaxing. Had 3 beers 1 had a drink koozie around it, the one I was"
2021-04-30 04:03:00,"Bright counter-clock spinning"
2021-04-29 04:50:00,"Ufo staying still spinning"
2021-04-24 03:30:00,"2 circular aerial objects observed over Gresham Oregon 4/23/21"
2021-04-23 10:30:00,"Very strange   ((NUFORC Note:  Rocket launch from Cape Canaveral.  PD))"
2021-04-19 18:49:00,"Saw a large circular stationary object in broad daylight .  It was a dark color and no sound"
2021-04-18 00:25:00,"When looking at the weather radar a round object was detected. The radar signal showed the clouds changing as if a pebble was tossed in"
2021-04-17 04:50:00,"I was driving north on the Kent Black Diamond Rd. I had passed Jenkins Creek and there was farmland to my left. All of a sudden at arou"
2021-04-17 04:48:00,"Alerted by my German Shepherd, I saw a very ultra white, very bright round light slowly traveling west."
2021-04-16 09:00:00,"Saw a black circle right below the cloudline then it rose into the clouds"
2021-04-11 01:45:00,"Unidentified Non-Drone Object"
2021-04-11 04:00:00,"Ball of light moved at high speed, down and then went straight up into the sky"
2021-04-08 04:00:00,"Silent, low-flying circular aircraft with green beams of light directed at two different people minutes apart, from different angles."
2021-04-07 07:00:00,"April 7 2021 around midnight in area of East Palm desert California in northeast sky an object high up, circular with flashing lights s"
2021-04-05 23:00:00,"Most amazing thing I have ever seen!!!"
2021-04-02 04:00:00,"Unusually bright object in West sky.Stationary, it appeared to have some type of light occasionally coming from top.  Also had red, blu"
2021-03-29 03:30:00,"Truck driver observes 3 bright lights"
2021-03-25 16:00:00,"What appeared to be meteors were not in one single file line but messy, and after seen, booms were heard and a momentary shaking"
2021-03-24 03:30:00,"Round object swaying back and forth.

Changing coloring. Not moving very far.

Seen the same the night before."
2021-03-24 01:00:00,"Round object, Bright amber color moving silently at high speed with fluid like motions."
2021-03-15 10:35:00,"Object was circular and was bright blue in color and was moving left to right, hovering above the tree line in the northern sky as the"
2021-02-24 04:30:00,"No noise, just gone"
2021-02-22 03:44:00,"Bright orange/red light appearing and disappearing"
2021-02-21 01:30:00,"I was stargazing, when I saw a bright red star sized and intensity light, moving  towards me overhead. It appeared to be traveling in a"
2021-02-17,"A huge hovering circular object just above the tree lines"
2021-02-15 04:30:00,"Bright white pulsing light over Las Flores Canyon Malibu"
2021-02-12 13:09:00,"Bright white lights in a curved line like a rainbow moving at a steady speed from the N, downward to the SE.((Starlink satellites??))"
2021-02-11 06:00:00,"Atlantis was discovered by local autistic."
2021-02-08 12:45:00,"Approximately 7:45am I was in my yard with my husband and son. My husband noticed an airplane flying near our home and followed by the"
2021-02-07 02:45:00,"3 UFOs caught on video"
2021-02-04 12:45:00,"Very bright and very slow moving from West to East. We first noticed its location next to the moon and thought it was a morning star. B"
2021-02-04 03:20:00,"Giant bright red light in sky as well as other lights that we say phase out"
2021-02-04 02:13:00,"Flashing bright green and yellow circle flying across the sky and disappearing."
2021-01-29 01:00:00,"Stationary orange light in sky fades in and out"
2021-01-25 08:30:00,NA
2021-01-25 08:30:00,"Clouds would eliminate then a extremely bright circular object would appear, when a cloud passed the circular object disappeared,"
2021-01-23 06:05:00,NA
2021-01-23 01:00:00,"4 black circular aircrafts flying in triangular formation"
2021-01-21 02:00:00,"Driving southbound on I-39 in Stevens Point we witnessed 6 circular large glowing lights that seemed relatively close. Two were to the"
2021-01-18 02:00:00,"We were driving down Interstate 64 West when I looked up and saw a bright white circle or ball shoot across the Interstate it was maybe"
2021-01-17 12:15:00,"There was one black dot ( circle ) in the sky, far away and really high up. It did not move at all, and there was something sticking ou"
2021-01-07 19:30:00,"Saw 3 crafts in triangle formation that rotated clockwise as a unit while simultaneously moving forward through the air. Two of the thr"
2021-01-06 10:49:00,"Curiousity peaked in this video"
2021-01-06,"((MUFORC Note:  Source of report provides no information about event.  PD))"
2021-01-06 01:43:00,"I witnessed a circular object that was flashing in the sky, it looked as if it was bouncing around, and changed colors. It went from a"
2021-01-05 22:30:00,"I was at work doing my normal thing of picking up small pieces of trash around an apartment complex. About 3 or 4 times a week, I hear"
2021-01-05 05:46:00,"Bright white at the center blue light haze exterior, was about 50 Ft from my vehicle, if I had to guess the size 10-20 feet in diameter"
2021-01-03 07:00:00,"Blue circular object with small whitish arms(?)"
2021-01-02 05:00:00,"Circle ball of light in middle layer of clouds then shot out of the sky after zooming left then right."
2021-01-01 07:00:00,"low flying circular red shapes were seen during the fireworks by Tempe Town lake at midnight. one at a time the objects appeared one af"
2021-01-01 05:00:00,"Round, possibly saucer shaped, with red lights rotating around it."
2021-11-07 07:00:00,"Hi I'm ((name deleted)) 28 from holland I have a lot of info that needs to be discussed professionally and seriously under  terms."
2021-05-13 03:40:00,"Super bright object in NW sky."
2021-04-23 09:58:00,"A cone of light coming from the sky unlike anything I have ever seen.   ((NUFORC Note:  Rocket launch from Cape Canaveral.  PD))"
2021-03-26 04:00:00,"UFO fleet!"
2021-02-16 00:30:00,"I work security at Memorial hospital and I was doing patrol when I saw the shapes"
2021-02-08 02:30:00,"Moving star shaped objects seen frequently in the evening and early morning hours"
2021-01-08 23:29:00,"Sitting out back in broad daylight heard the sound barrier broke and seen a cross shaped aircraft flying by it came out of the clouds a"
2021-01-03 02:30:00,"Close encounter with a massive UFO in Buxton, Maine"
2021-12-29 00:29:00,"Extremely bright stationary craft"
2021-12-04 00:15:00,"Observed a silvery object for 10 minutes about 8 miles SSE of my home, just E of the (LAS) Airport"
2021-12-04 00:14:00,"Cylinder or tic tac sited"
2021-12-03 12:00:00,"I saw craft exit portal/vortex"
2021-11-02 01:30:00,"Green glow around cylinder object seen by two people before it took off."
2021-10-21 01:24:00,"I was taking a photo of the Harvest Moon at my home with my I-phone as it was rising out of the eastern sky just above the trees. It wa"
2021-10-20 11:20:00,"2 white objects in the sky smooth looked like tic tac"
2021-10-19 18:30:00,"Spherical object seen over Bolingbrook, IL"
2021-09-25 00:30:00,"A bright distorted ovalish object appeared out of nowhere darted in the sky leaving a very bright line left for maybe 20 yards then dis"
2021-09-23 15:01:00,"Cylindrical Shaped UFO w/ Bright Reflective Panels Hovers Over Ft. Walton Beach, Florida"
2021-09-18 21:45:00,"Highly reflective Cylinder object seen on the William Floyd Pkwy., Long Island"
2021-09-12 16:30:00,"dark colored craft chasing a jet at fast speed with a blue sky background"
2021-09-11 23:40:00,"My husband & I witnessed 20-23 objects flying from south to north, mostly in a straight line. A few were random toward the rear at the"
